Fighter Name,fightno,slpmSecondSplit,strAccSecondSplit,sapmSecondSplit,strDefSecondSplit,tdAvgSecondSplit,tdAccSecondSplit,tdDefSecondSplit,subAvgSecondSplit
Rodrigo Gripp de Sousa,1.0,0.48,23.0,4.81,52.0,0.0,0.0,0.0,9.6
Maxim Grishin,3.0,2.95,44.0,2.33,56.0,0.38,33.0,66.0,0.0
Josh Grispi,8.0,1.44,41.0,3.71,50.0,1.97,36.0,16.0,2.2
Garrett Gross,1.0,2.39,45.0,1.67,46.0,0.0,0.0,52.0,0.0
Kendall Grove,13.0,2.31,41.0,2.4,54.0,0.49,45.0,56.0,1.7
Neil Grove,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.3
Chris Gruetzemacher,6.0,7.02,57.0,5.54,55.0,0.0,0.0,62.0,0.0
Vik Grujic,4.0,2.24,48.0,3.39,41.0,1.18,33.0,26.0,0.4
Mike Grundy,3.0,2.14,45.0,4.56,56.0,3.78,26.0,50.0,0.4
Wang Guan,1.0,4.73,43.0,3.27,60.0,0.0,0.0,0.0,0.0
Nandor Guelmino,2.0,3.62,56.0,3.16,33.0,0.0,0.0,42.0,0.0
Fabricio Guerreiro,0.0,1.87,31.0,2.2,67.0,2.0,50.0,0.0,0.0
Shannon Gugerty,5.0,1.25,39.0,1.88,58.0,2.13,27.0,50.0,3.4
Clay Guida,33.0,2.44,34.0,2.57,63.0,3.36,38.0,68.0,0.7
Jason Guida,1.0,1.87,40.0,3.33,52.0,1.0,14.0,50.0,1.0
Melvin Guillard,22.0,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2
Chris Guillen,1.0,0.82,27.0,1.91,36.0,0.0,0.0,0.0,0.0
Marcelo Guimaraes,4.0,4.67,51.0,4.41,62.0,1.99,13.0,0.0,0.0
Leonardo Guimaraes,2.0,2.35,56.0,2.99,44.0,0.0,0.0,52.0,1.0
Brad Gumm,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Gunderson,3.0,1.04,27.0,1.71,58.0,1.67,33.0,11.0,2.0
John Gunther,2.0,1.65,37.0,3.72,46.0,7.08,42.0,0.0,0.0
Jorge Gurgel,13.0,3.37,32.0,3.62,62.0,0.81,23.0,60.0,0.5
Fabio Gurgel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Gusmao,2.0,2.79,43.0,3.28,60.0,0.0,0.0,60.0,0.0
Alexander Gustafsson,17.0,4.02,40.0,3.42,51.0,1.54,39.0,83.0,0.4
Justin Guthrie,0.0,0.16,33.0,3.74,14.0,2.44,25.0,0.0,4.9
Horacio Gutierrez,2.0,0.86,26.0,2.91,46.0,0.0,0.0,50.0,0.0
Chris Gutierrez,6.0,4.3,57.0,2.45,59.0,0.57,60.0,73.0,0.2
Mike Guymon,4.0,2.75,65.0,0.79,66.0,1.87,37.0,54.0,1.2
Chelsea Hackett,1.0,2.58,51.0,4.85,46.0,0.0,0.0,57.0,0.0
Keith Hackney,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Hadley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Hadsel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damir Hadzovic,7.0,2.99,46.0,2.99,66.0,0.68,60.0,39.0,0.2
Tim Hague,5.0,2.79,47.0,4.14,46.0,1.72,33.0,85.0,0.9
Yazan Hajeh,1.0,1.54,25.0,17.44,44.0,0.0,0.0,100.0,0.0
Stoney Hale,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Haley,0.0,0.87,59.0,0.87,64.0,3.0,100.0,0.0,2.0
Mark Hall,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uriah Hall,18.0,3.34,51.0,3.54,53.0,0.67,38.0,69.0,0.2
Ryan Hall,4.0,2.32,43.0,0.96,75.0,0.31,16.0,0.0,0.9
Dennis Hallman,12.0,1.12,44.0,1.96,43.0,1.79,30.0,25.0,2.1
Piotr Hallmann,6.0,3.98,45.0,3.17,58.0,2.55,44.0,70.0,0.4
Tony Halme,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Halsey,0.0,1.74,47.0,0.87,65.0,4.98,53.0,100.0,1.2
John Halverson,2.0,2.94,43.0,5.29,47.0,0.0,0.0,66.0,2.0
Seo Hee Ham,4.0,4.2,39.0,5.15,61.0,0.0,0.0,66.0,0.2
Frank Hamaker,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazuhiro Hamanaka,2.0,1.7,37.0,0.91,60.0,0.0,0.0,50.0,0.0
Matt Hamill,15.0,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0
Jeremy Hamilton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Hamilton,10.0,3.91,65.0,3.02,45.0,2.62,42.0,78.0,0.0
CJ Hamilton,1.0,2.47,31.0,3.93,58.0,0.0,0.0,62.0,0.0
Jared Hamman,8.0,5.15,42.0,3.93,55.0,1.57,46.0,30.0,0.0
James Hammortree,1.0,1.93,30.0,4.13,44.0,2.0,50.0,100.0,1.0
Dean Hancock,0.0,7.97,63.0,1.94,67.0,1.71,33.0,75.0,1.7
Joachim Hansen,16.0,2.01,43.0,2.04,58.0,2.21,58.0,34.0,1.9
Kay Hansen,2.0,3.57,59.0,3.03,54.0,2.19,25.0,100.0,1.6
Nasrat Haqparast,7.0,5.81,47.0,3.23,74.0,0.18,16.0,84.0,0.0
Janay Harding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoni Hardonk,8.0,3.4,61.0,3.07,46.0,0.0,0.0,40.0,0.9
Dan Hardy,10.0,2.46,35.0,3.44,51.0,0.73,35.0,35.0,0.4
Greg Hardy,10.0,4.83,50.0,3.12,56.0,0.21,33.0,80.0,0.0
Baru Harn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Harper,1.0,1.3,54.0,4.98,47.0,3.25,100.0,0.0,0.0
Gerry Harris,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Harris,5.0,1.41,29.0,1.58,62.0,2.96,54.0,72.0,0.0
Phil Harris,5.0,2.34,26.0,3.16,68.0,1.76,21.0,60.0,0.0
Walt Harris,16.0,2.95,38.0,3.43,54.0,0.3,28.0,72.0,0.1
Dhafir Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Harris,1.0,1.73,50.0,0.43,75.0,0.0,0.0,50.0,6.5
Carlston Harris,1.0,1.74,38.0,0.35,90.0,0.0,0.0,100.0,5.2
Collin Hart,1.0,6.33,44.0,7.53,51.0,2.0,16.0,50.0,0.0
Dale Hartt,3.0,1.14,35.0,1.55,66.0,1.22,100.0,25.0,2.5
Luke Hartwig,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clay Harvison,3.0,3.29,48.0,3.91,58.0,0.66,100.0,68.0,1.3
Hidehiko Hasegawa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Haseman,2.0,0.93,70.0,4.67,28.0,0.0,0.0,40.0,2.0
Takayo Hashi,1.0,2.84,26.0,6.56,61.0,0.0,0.0,0.0,0.0
Tomohiko Hashimoto,1.0,0.0,0.0,11.67,30.0,0.0,0.0,0.0,0.0
Justin Haskins,2.0,1.51,33.0,2.65,54.0,1.62,40.0,52.0,0.8
Hayder Hassan,3.0,2.11,46.0,3.16,48.0,0.0,0.0,25.0,0.0
Daiki Hata,3.0,1.44,39.0,1.42,55.0,0.67,100.0,35.0,0.7
John Hathaway,9.0,3.4,40.0,1.8,62.0,2.61,43.0,60.0,0.9
Phil Hawes,5.0,3.44,58.0,3.29,52.0,2.7,38.0,100.0,0.4
Justin Hawes,1.0,0.0,0.0,3.41,37.0,0.0,0.0,0.0,0.0
Chris Hawk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Hawkins,1.0,1.15,27.0,2.01,46.0,0.0,0.0,0.0,0.0
Tommy Hayden,2.0,1.48,27.0,2.05,55.0,3.42,33.0,66.0,0.0
Mike Hayes,1.0,4.87,55.0,1.47,77.0,0.0,0.0,75.0,4.0
Ryan Hayes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerric Hayes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Haynes,3.0,1.25,22.0,4.03,52.0,0.94,18.0,42.0,0.0
Dustin Hazelett,10.0,2.24,40.0,3.51,46.0,0.55,50.0,25.0,4.1
James Head,5.0,2.75,48.0,3.11,49.0,0.41,100.0,66.0,0.8
Pat Healy,16.0,2.57,36.0,2.57,50.0,3.08,37.0,55.0,1.1
Ryan Healy,1.0,1.67,35.0,3.0,38.0,3.0,50.0,40.0,1.0
Spencer Hearns,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Heath,5.0,1.48,30.0,5.16,49.0,0.33,50.0,57.0,1.0
Chris Heatherly,2.0,1.08,45.0,2.67,52.0,3.39,50.0,100.0,0.7
Jake Hecht,3.0,3.26,47.0,2.76,56.0,2.04,37.0,40.0,0.0
Nick Hein,8.0,2.65,35.0,3.61,59.0,0.86,33.0,83.0,0.0
Ian Heinisch,7.0,3.28,50.0,2.79,58.0,1.13,18.0,60.0,0.8
Marcin Held,4.0,1.41,34.0,2.02,47.0,2.46,46.0,37.0,1.3
Delson Heleno,1.0,0.69,75.0,4.83,19.0,0.0,0.0,0.0,0.0
Matt Helm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elisha Helsper,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Henderson,42.0,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3
Benson Henderson,20.0,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8
Ron Henderson,0.0,2.53,25.0,3.6,48.0,1.0,20.0,0.0,0.0
Josh Hendricks,1.0,0.98,20.0,11.8,29.0,0.0,0.0,0.0,0.0
Johny Hendricks,23.0,3.49,45.0,3.99,53.0,3.83,46.0,63.0,0.3
Cory Hendricks,1.0,3.13,39.0,4.07,42.0,0.0,0.0,100.0,0.0
Luis Henrique,6.0,1.81,43.0,2.22,47.0,3.09,36.0,50.0,1.0
Diego Henrique da Silva,1.0,2.53,57.0,3.27,30.0,0.0,0.0,63.0,0.0
Danny Henry,4.0,5.2,51.0,4.16,45.0,0.74,33.0,50.0,2.2
TJ Hepburn,0.0,0.73,37.0,0.13,81.0,2.0,40.0,60.0,0.0
Jai Herbert,1.0,1.83,30.0,2.61,48.0,0.0,0.0,33.0,0.0
Ed Herman,25.0,3.32,49.0,3.35,43.0,2.21,48.0,60.0,1.2
Dave Herman,6.0,4.98,60.0,3.78,48.0,1.49,100.0,58.0,0.0
Jack Hermansson,13.0,4.86,45.0,3.36,54.0,2.09,36.0,75.0,0.6
Noe Hernandez,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Hernandez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro Hernandez,2.0,2.72,28.0,5.51,64.0,0.0,0.0,0.0,0.0
Alexander Hernandez,7.0,3.57,35.0,3.81,59.0,1.6,38.0,62.0,0.0
Anthony Hernandez,5.0,4.92,55.0,5.09,47.0,3.76,66.0,70.0,1.9
Nohelin Hernandez,2.0,1.32,34.0,2.63,52.0,0.71,50.0,37.0,0.0
Carlos Hernandez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Herrera,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Herrera,0.0,2.04,37.0,3.35,48.0,1.8,100.0,100.0,0.0
Geane Herrera,4.0,1.51,31.0,5.07,52.0,0.83,37.0,38.0,0.6
Alvaro Herrera Mendoza,4.0,1.89,38.0,3.4,55.0,0.0,0.0,33.0,1.1
Felice Herrig,9.0,3.63,36.0,4.84,49.0,1.18,30.0,72.0,0.9
Heath Herring,22.0,2.37,50.0,1.77,54.0,1.22,50.0,32.0,0.7
Jon Hess,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clint Hester,7.0,3.36,42.0,3.44,56.0,1.02,35.0,60.0,0.0
Brandon Hester,0.0,3.53,53.0,0.4,68.0,4.0,80.0,0.0,0.0
Jimy Hettes,6.0,3.47,57.0,3.5,57.0,5.2,44.0,61.0,1.4
Conor Heun,4.0,2.92,36.0,3.66,54.0,2.45,31.0,33.0,0.3
Marcus Hicks,6.0,1.42,43.0,3.06,61.0,2.7,53.0,25.0,4.0
Jay Hieron,8.0,1.66,32.0,1.89,61.0,4.05,60.0,66.0,1.0
Lee Higgins,1.0,1.02,26.0,3.68,40.0,0.0,0.0,0.0,0.0
Jason High,13.0,1.28,42.0,1.56,48.0,2.36,63.0,37.0,2.8
Richie Hightower,1.0,4.62,35.0,6.92,21.0,3.46,100.0,100.0,0.0
Alex Higley,0.0,0.29,100.0,1.74,60.0,0.0,0.0,0.0,0.0
Corey Hill,3.0,3.57,46.0,1.61,70.0,3.02,80.0,100.0,0.0
Isaiah Hill,3.0,4.84,50.0,0.97,80.0,0.0,0.0,66.0,14.5
Angela Hill,17.0,5.66,50.0,4.98,64.0,0.45,36.0,76.0,0.1
Tyler Hill,1.0,3.64,39.0,5.33,47.0,0.0,0.0,0.0,0.0
Jamahal Hill,5.0,7.9,52.0,3.15,49.0,0.0,0.0,53.0,0.0
Kailan Hill,1.0,2.6,53.0,4.8,37.0,3.0,42.0,0.0,0.0
Branden Lee Hinkle,3.0,2.61,69.0,3.91,26.0,4.34,57.0,66.0,4.3
Hatsu Hioki,9.0,2.42,42.0,2.12,65.0,2.55,56.0,54.0,0.6
Alan Hiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuniyoshi Hironaka,9.0,1.98,40.0,3.01,54.0,1.91,30.0,25.0,0.6
Mizuto Hirota,9.0,3.36,40.0,3.5,54.0,1.36,50.0,58.0,0.1
Yuji Hisamatsu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwan Ho Kwak,2.0,3.29,41.0,3.45,47.0,0.78,100.0,26.0,0.0
Matt Hobar,3.0,3.23,42.0,4.27,52.0,3.66,44.0,50.0,0.0
Bobby Hoffman,3.0,2.02,70.0,1.32,19.0,1.17,50.0,0.0,1.2
Sam Hoger,5.0,1.07,25.0,2.25,57.0,1.12,38.0,29.0,1.3
Andrew Holbrook,5.0,2.2,49.0,3.0,54.0,0.85,18.0,10.0,2.1
Sean Holden,0.0,2.4,59.0,0.6,59.0,5.0,83.0,0.0,2.0
Chris Holdsworth,2.0,1.85,29.0,1.94,58.0,3.38,62.0,100.0,2.0
Kevin Holland,13.0,3.74,54.0,2.33,56.0,0.92,45.0,47.0,0.6
Roger Hollett,2.0,1.83,47.0,6.47,34.0,1.0,28.0,30.0,0.0
Max Holloway,24.0,7.26,46.0,4.58,60.0,0.21,71.0,84.0,0.3
Gabrielle Holloway,0.0,0.7,42.0,3.07,34.0,3.0,35.0,16.0,1.0
Jeremie Holloway,0.0,0.81,50.0,0.51,79.0,0.0,0.0,0.0,0.0
Holly Holm,12.0,3.16,38.0,2.8,57.0,0.81,30.0,76.0,0.1
Rex Holman,1.0,2.75,34.0,7.25,40.0,0.0,0.0,100.0,0.0
Kurt Holobaugh,6.0,4.51,42.0,4.28,46.0,0.97,36.0,45.0,0.7
Paddy Holohan,5.0,2.13,46.0,2.81,46.0,2.88,47.0,71.0,1.3
Ben Holscher,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Holst,2.0,0.25,19.0,1.67,47.0,0.76,100.0,60.0,2.3
Scott Holtzman,12.0,4.32,48.0,3.58,53.0,2.07,56.0,66.0,0.2
Sabah Homasi,4.0,4.98,48.0,6.91,47.0,2.8,50.0,66.0,0.0
Mark Hominick,13.0,4.08,42.0,4.18,69.0,0.25,66.0,71.0,0.9
Barb Honchak,2.0,4.04,30.0,4.67,66.0,0.0,0.0,0.0,1.3
Chris Honeycutt,0.0,2.99,44.0,1.41,66.0,3.4,45.0,75.0,0.0
Satoshi Honma,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Hood,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Hood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Hooker,16.0,4.95,48.0,4.92,51.0,0.72,34.0,79.0,0.3
Chase Hooper,5.0,4.43,45.0,3.95,38.0,0.32,7.0,66.0,2.2
Darrell Horcher,4.0,2.05,44.0,4.21,39.0,0.35,50.0,47.0,0.7
Moti Horenstein,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoshinori Horie,1.0,2.76,49.0,5.65,48.0,0.0,0.0,0.0,0.0
Kyoji Horiguchi,8.0,3.6,45.0,2.45,62.0,2.0,44.0,55.0,0.0
Jeremy Horn,17.0,1.19,39.0,1.99,55.0,1.83,38.0,29.0,1.1
Matt Horning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Horodecki,5.0,4.59,41.0,3.16,65.0,1.52,55.0,37.0,0.9
Jamey-Lyn Horth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Horwich,3.0,1.11,62.0,2.16,38.0,0.33,9.0,28.0,2.7
John Hosman,2.0,1.11,38.0,1.52,45.0,0.0,0.0,46.0,0.0
Saeed Hosseini,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Hougland,4.0,1.86,48.0,3.46,47.0,0.86,18.0,0.0,1.1
Trey Houston,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Houston,2.0,1.9,35.0,3.67,53.0,0.95,100.0,87.0,0.0
Harold Howard,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Howard,14.0,2.15,50.0,3.08,51.0,2.7,49.0,53.0,0.4
Shane Howell,2.0,1.27,32.0,2.55,42.0,0.0,0.0,20.0,0.0
Carlos Huachin,2.0,2.1,21.0,4.8,50.0,0.0,0.0,66.0,0.0
Brady Huang,1.0,4.62,37.0,10.77,30.0,0.0,0.0,0.0,0.0
Austin Hubbard,6.0,3.66,50.0,2.61,59.0,0.81,66.0,58.0,0.0
Collin Huckbody,1.0,2.05,60.0,2.73,42.0,10.23,100.0,0.0,20.4
Alex Huddleston,0.0,2.47,42.0,2.59,67.0,0.0,0.0,0.0,0.9
Roger Huerta,8.0,3.64,36.0,2.33,56.0,2.13,46.0,52.0,0.5
Casey Huffman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Hughes,25.0,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2
Mark Hughes,1.0,0.9,47.0,0.4,42.0,3.0,50.0,0.0,4.5
Jeff Hughes,5.0,3.95,51.0,3.67,60.0,0.71,50.0,45.0,0.0
Sam Hughes,2.0,3.45,54.0,6.8,40.0,0.0,0.0,44.0,0.0
David Hulett,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Humes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abongo Humphrey,4.0,1.45,40.0,3.83,46.0,1.41,37.0,33.0,3.8
Harry Hunsucker,2.0,4.33,51.0,8.44,41.0,0.0,0.0,0.0,0.0
Mark Hunt,29.0,2.81,43.0,2.9,51.0,0.51,55.0,64.0,0.2
Alex Hunter,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Hunter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Hurley,3.0,1.12,45.0,3.35,56.0,0.0,0.0,20.0,0.0
Solomon Hutcherson,1.0,2.59,39.0,2.59,64.0,3.53,100.0,0.0,0.0
Al Iaquinta,14.0,4.06,40.0,4.44,61.0,0.64,18.0,74.0,0.2
Khadis Ibragimov,4.0,3.55,49.0,4.26,47.0,0.97,30.0,80.0,0.3
Minoki Ichihara,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Ige,11.0,3.95,46.0,3.36,58.0,1.68,27.0,59.0,0.5
Valeri Ignatov,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergey Ignatov,1.0,0.35,50.0,3.25,42.0,0.0,0.0,0.0,0.0
Fabiano Iha,8.0,1.73,47.0,2.49,42.0,2.88,40.0,50.0,2.9
Seichi Ikemoto,4.0,2.59,32.0,3.74,57.0,1.23,26.0,60.0,0.0
Mikhail Iloukhine,1.0,0.16,20.0,2.95,26.0,0.0,0.0,0.0,7.0
Zelim Imadaev,3.0,2.91,36.0,4.35,43.0,0.38,50.0,60.0,0.0
Yusuke Imamura,3.0,0.18,50.0,1.83,52.0,2.75,50.0,0.0,0.0
Masakazu Imanari,9.0,0.55,30.0,1.74,57.0,0.0,0.0,0.0,2.1
Nassourdine Imavov,2.0,4.17,61.0,2.03,59.0,0.5,12.0,60.0,2.0
Brad Imes,3.0,2.73,31.0,4.24,49.0,1.72,71.0,0.0,1.0
Chris Indich,2.0,1.31,30.0,4.32,43.0,0.75,50.0,50.0,1.5
Chris Inman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guto Inocente,3.0,4.13,66.0,2.92,54.0,0.67,33.0,66.0,0.7
Enson Inoue,7.0,1.7,63.0,1.88,30.0,0.0,0.0,33.0,0.0
Egan Inoue,3.0,1.66,36.0,3.31,57.0,0.0,0.0,0.0,0.0
Katsuya Inoue,1.0,3.41,24.0,12.89,51.0,0.0,0.0,66.0,0.0
Takeshi Inoue,4.0,2.54,44.0,3.32,61.0,0.0,0.0,47.0,0.0
Naoki Inoue,2.0,3.67,35.0,3.37,60.0,0.0,0.0,60.0,2.5
Inoue Mizuki,2.0,5.0,50.0,6.87,48.0,0.0,0.0,66.0,0.0
Jorge Interiano,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Ireland,1.0,1.2,25.0,2.07,51.0,3.59,75.0,0.0,1.2
James Irvin,11.0,2.03,48.0,3.86,35.0,0.0,0.0,36.0,0.5
Eric Irvin,0.0,3.27,42.0,4.47,36.0,4.0,30.0,33.0,0.0
Mitsuhiro Ishida,14.0,1.46,41.0,1.13,61.0,4.76,53.0,33.0,0.7
Teruto Ishihara,9.0,3.26,44.0,3.63,53.0,0.5,16.0,30.0,0.0
Satoshi Ishii,4.0,1.41,36.0,1.58,63.0,3.47,52.0,100.0,1.6
Yuki Ishikawa,1.0,1.07,28.0,8.57,11.0,0.0,0.0,50.0,0.0
Eiji Ishikawa,1.0,1.2,29.0,4.07,60.0,1.0,9.0,0.0,0.0
Tokimitsu Ishizawa,4.0,1.34,30.0,2.99,59.0,2.74,18.0,0.0,0.0
Damir Ismagulov,4.0,3.75,43.0,1.9,65.0,1.75,36.0,100.0,0.0
Wallid Ismail,4.0,0.92,31.0,0.83,44.0,1.85,28.0,0.0,0.5
Leandro Issa,5.0,2.08,37.0,3.17,58.0,2.38,22.0,50.0,1.2
Blagoy Ivanov,5.0,3.32,40.0,4.15,54.0,1.06,54.0,75.0,0.2
Anthony Ivy,2.0,2.5,42.0,4.57,51.0,4.69,20.0,100.0,0.0
Tomomi Iwama,1.0,1.0,20.0,3.0,70.0,0.0,0.0,0.0,0.0
Tatsuya Iwasaki,1.0,0.79,100.0,8.68,38.0,0.0,0.0,0.0,0.0
Yoislandy Izquierdo,2.0,2.93,52.0,1.4,26.0,0.0,0.0,50.0,0.0
Hiroshi Izumi,3.0,1.95,37.0,2.65,66.0,3.35,70.0,100.0,0.5
Yves Jabouin,13.0,3.06,41.0,2.93,62.0,1.94,60.0,82.0,0.1
Kevin Jackson,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eugene Jackson,11.0,2.19,33.0,3.44,32.0,1.91,71.0,16.0,2.3
Quinton Jackson,31.0,3.25,54.0,2.51,55.0,1.52,56.0,73.0,0.1
Jeremy Jackson,3.0,0.71,27.0,2.03,25.0,1.52,40.0,58.0,0.0
Damon Jackson,5.0,2.46,35.0,3.63,45.0,1.14,20.0,35.0,2.7
Kenyon Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Jackson,2.0,4.25,58.0,1.33,75.0,0.95,100.0,88.0,0.0
Jason Jackson,1.0,2.24,48.0,1.31,56.0,0.0,0.0,0.0,0.0
Montel Jackson,7.0,3.77,55.0,1.5,56.0,4.15,77.0,66.0,0.2
Eric Jacob,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Jacoby,6.0,4.03,48.0,3.27,59.0,0.36,50.0,61.0,0.0
Justin James,1.0,1.34,36.0,2.68,50.0,0.0,0.0,50.0,1.6
Nate James,2.0,1.33,42.0,2.67,28.0,0.0,0.0,44.0,0.0
Virna Jandiroba,4.0,2.39,46.0,3.08,54.0,3.16,53.0,73.0,2.0
Ryan Janes,4.0,7.69,48.0,5.53,59.0,0.35,100.0,58.0,0.0
Josh Janousek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dave Jansen,3.0,2.94,33.0,3.67,58.0,2.79,28.0,38.0,0.9
Jaime Jara,1.0,2.2,60.0,1.47,56.0,0.0,0.0,25.0,0.0
Gigo Jara,1.0,2.26,57.0,2.71,51.0,0.0,0.0,66.0,0.0
Keith Jardine,20.0,3.25,36.0,2.98,59.0,1.18,45.0,62.0,0.7
Brock Jardine,2.0,1.06,30.0,3.34,56.0,0.0,0.0,14.0,0.8
Josh Jarvis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rony Jason,9.0,2.04,44.0,3.14,53.0,0.59,30.0,36.0,0.8
Jasmine Jasudavicius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louis Jauregui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Jaynes,4.0,3.58,42.0,6.49,58.0,0.0,0.0,33.0,0.6
Joanna Jedrzejczyk,14.0,6.3,48.0,3.08,64.0,0.28,62.0,81.0,0.1
Aaron Jeffery,1.0,6.21,84.0,4.14,39.0,0.0,0.0,75.0,0.0
Trent Jenkins,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bubba Jenkins,0.0,2.41,37.0,1.58,67.0,7.23,68.0,100.0,0.0
Adrienna Jenkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Jennum,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Jensen,9.0,2.84,39.0,2.99,59.0,1.55,50.0,31.0,1.9
Kyle Jensen,1.0,0.0,0.0,0.92,60.0,6.92,100.0,0.0,6.9
Chan-Mi Jeon,2.0,6.23,31.0,7.77,55.0,0.0,0.0,0.0,0.0
Maciej Jewtuszko,2.0,2.29,45.0,1.39,66.0,0.0,0.0,42.0,0.9
Ronald Jhun,3.0,1.45,57.0,3.01,50.0,1.81,100.0,100.0,0.0
Gilbert Jimenez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Art Jimmerson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Jimmo,7.0,3.12,66.0,2.77,46.0,0.45,28.0,87.0,0.0
Sung Bin Jo,1.0,1.4,33.0,2.67,51.0,1.0,33.0,83.0,1.0
Carls John De Tomas,2.0,1.74,37.0,3.93,44.0,1.37,33.0,66.0,0.0
Phil Johns,1.0,1.2,66.0,1.8,50.0,0.0,0.0,50.0,0.0
